skuname_ean,dollar_sales,volume_sales,is_client,serving_style,Indulgent brands vs Others,Topping Grouping,Deluxe/Supreme vs Others,Meat Combo/ Supreme/ Deluxe vs Others,Topping_Grouped,Veg vs Non-Veg,Sauce,Gluten Free,Updated Price Tier_PL,Crust Type - Higher level ,Pack Size - Panel,Pack Size Grouped,Cooking Style,Thickness of Crust,Healthy vs Regular Crust,Pack Count,Pack Type_Panel,Vegan(Nestle),Natural.Claim(Nestle),Non.Gmo(Nestle),Organic.Claim(Nestle),Plant.Based.Protein(Nestle),Preservative.Claim(Nestle),BFY Rolled up
0001674123365,0,0,1,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Ao Crust,35.25 Oz,Large (>18 Oz),Conv Oven,Thick/Original,Regular Crust,6 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001477700491,5923.477711,849.7372559,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Ao Crust,35.25 Oz,Large (>18 Oz),Conv Oven,Thick/Original,Regular Crust,6 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218063751,56709.64809,6006.342641,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001126207090,1118549.817,186162.0354,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0087282400886,403271.7463,126408.4396,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000210003862,1268984.907,345121.012,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001143313108,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0082610500057,1089.944829,121.5410673,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000000602747,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007390000009,9282.449269,1779.554728,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000462437567,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000625198009,31.24,12.990625,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085998706089,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000015894045,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085695200162,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218076174,67748402.8,20000326.97,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630748,26.82,4.921875,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,5.2 Oz,Small (<=10 Oz),Mw Or Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0019589356074,103410.6531,11519.71393,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,5.2 Oz,Small (<=10 Oz),Mw Or Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000006462261,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218069924,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000263047133,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0071785416541,199.0620573,45.88809026,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004280011500,28664.9198,8194.362045,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218076197,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001143311970,71208.401,6229.544091,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0270070883143,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0001143311971,115800.2054,10228.96707,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007731927323,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,5.2 Oz,Small (<=10 Oz),Mw Or Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0004111800980,958003.1968,289847.0617,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218073068,68968.05538,7687.709488,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000278351161,74274.31159,19384.42542,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003120508000,2231048.783,274667.3423,0,Single Serve,Non- Indulgent,Uncured Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,7.75 Oz,Small (<=10 Oz),Mw Or Conv Oven,Thick/Original,NA,1 Ct,Box,No Vegan Claim Present,Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,Preservative-Free Claim,BFY
0085998706011,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0065216001741,21173.56578,2281.899775,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000011589309,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192163430,0,0,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007192100989,16.27342156,2.141239679,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218063831,10.51423989,1.474943471,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0085695200165,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0002182107123,54500.96269,5953.688546,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,No Gluten Claim Present,Mid Tier,Ao Crust,35.25 Oz,Large (>18 Oz),Conv Oven,Thick/Original,Regular Crust,6 Ct,Bag In Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007465352531,229219.6137,58491.00938,1,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0061529569745,2688.764118,357.4632397,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007218056442,0,0,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0075591859262,0,0,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,NA,No Gluten Claim Present,Premium,Regular Crust,11.2 Oz,Medium (10-18 Oz),Conv Oven,Thick/Original,NA,2 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000339848484,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000991412546,549.8,353,0,Single Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000336359267,0,0,0,Single Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0004280010800,27830245.3,8743740.949,0,Single Serve,Non- Indulgent,Meat Combos,Others,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Regular Crust,7.2 Oz,Small (<=10 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000195584475,991861.3573,382066.8111,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Rising Crust,28.3 Oz,Medium (20-30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0083041500981,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000138617658,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0067400700277,19601.67127,2209.315673,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0081267902021,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009492222856,29003.79352,2544.483142,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0005843120469,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000335145179,87177.13,15147.0375,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Regular Crust,13.3 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0003120536200,309087.368,52600.59789,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0089245300142,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0030000390700,18118.23145,2207.380129,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192167217,377.452788,100.5369853,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000734072823,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0086586800031,891680.505,81041.96144,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003870895002,956849.6438,185053.5505,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000452879265,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002660512002,95246.16863,18183.10799,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002870444900,185451.4375,39086.86818,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000264451943,1183240.503,421374.9273,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,PL,PL,No Gluten Claim Present,Value,Rising Crust,28.3 Oz,Medium (20-30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000044469744,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000266985308,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007570612759,214398.1672,57044.21939,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000589671564,75986.04371,9354.33347,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0063759911111,131.6350467,21.37652206,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007025301183,159911.2571,25264.20801,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0064313040014,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000480563403,8284900.043,1577949.111,0,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,PL,No Gluten Claim Present,Value,Thin,14.2 Oz,Small (<=20 Oz),Conv Oven,Thin,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0007570630529,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0003913117501,85172.46525,17113.36391,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000101742990,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0002660512005,71925.68308,14579.92497,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007192185229,15383196.22,2563516.874,1,Multi Serve,Non- Indulgent,Pepperoni,Others,Others,Pepperoni,Non-Veg,Red Sauce,Gluten Free Claim,Mid Tier,Regular Crust,24.2 Oz,Medium (20-30 Oz),Conv Oven,Thick/Original,Healthy,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0085000107843,89.0573841,19.74629119,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0069899780859,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001138469109,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0001199923747,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000130783384,993508.1017,131409.1377,0,Multi Serve,Non- Indulgent,Cheese/Plain,Others,Others,Cheese/Plain,PL,PL,Gluten Free Claim,Premium,Veggie Crust,11.64 Oz,Small (<=20 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,BFY
0000018963789,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007218056618,2153958.303,486532.5128,0,Multi Serve,Non- Indulgent,Vegetarian,Others,Others,Vegetarian,Vegetarian,Red Sauce,No Gluten Claim Present,Mid Tier,Regular Crust,19.1 Oz,Small (<=20 Oz),Conv Oven,Thick/Original,Regular Crust,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0000750729083,484.6466593,222.4131915,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0000029540644,1010428.35,359305.2409,0,Multi Serve,Non- Indulgent,Deluxe/Supreme,Deluxe/Supreme,Deluxe/Supreme/Meat Combo,Meat Combos,PL,PL,No Gluten Claim Present,Value,Rising Crust,33.5 Oz,Large (>= 30 Oz),Conv Oven,PL,PL,1 Ct,Box,No Vegan Claim Present,No Natural Claim Present,No Gmo Claim Present,No Organic Claim Present,No Plant based claim,No Preservative-Free Claim Present,Non BFY
0088570910172,1821.05706,232.6128866,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0085493400762,0,0,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0007465365052,0,0,1,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0009492222855,34955.0868,3058.760162,0,Multi Serve,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
